
================================================================================
ANALYSIS SUMMARY
================================================================================

Overall: 693 cases, 90 faster >1%, 276 slower >1%, 327 wash (±1%), avg +0.98%

Per-benchmark averages:
  bench_gemm                  -2.48%  (23/25 faster)   ← clear winner
  bench_gemm_double           +0.20%  (wash)
  bench_gemv                  +1.01%  (mostly regression)
  bench_vecadd                +0.32%  (wash)
  bench_reductions            +0.62%  (mixed)
  bench_fixed_size            +0.98%  (slight regression)
  bench_fixed_size_double     +1.18%  (slight regression)
  bench_trsm                  +2.33%  (worst avg — TRSV especially bad)
  bench_trmv                  +1.75%  (float Upper consistently bad)
  bench_triangular_product    +1.03%  (regression)
  bench_selfadjoint_product   +0.76%  (wash)
  bench_dot                   +1.27%  (noisy, outliers both ways)
  bench_block_ops             +1.74%  (mostly regression)

Notable wins:
  BM_EigenGemm/192/192/192              -8.53%
  BM_EigenGemm/160/160/160              -8.45%
  TRMV_float_Lower/512                  -8.46%
  VectorNorm_double/65536              -14.01%
  VectorMinCoeff_float/4096             -7.59%
  VectorMinCoeff_float/262144           -7.43%
  VectorProd_float/262144               -7.48%
  VectorSum_float/262144                -6.57%

Notable regressions:
  BlockRead_float/512/64               +78.29%  (likely noise/cache artifact)
  VectorLpNormInf_double/1048576       +20.62%
  TRMV_float_UnitUpper/1024            +18.89%
  TRSV_float_Lower/512                 +18.78%
  TRMV_float_Upper/1024                +18.51%
  TRSV_float_Lower/128                 +17.61%
  Dot_double/65536                     +15.78%
  Dot_cfloat/1048576                   +15.76%
  TRMV_double_UnitUpper/2048           +15.63%
  VectorLpNormInf_double/65536         +11.47%
  TRSV_float_Lower/32                  +11.15%
  TRMV_float_UnitUpper/64              +11.20%

Pattern: __builtin_assume helps float GEMM consistently (compiler better exploits
alignment/size hints for the GEBP kernel) but hurts triangular solvers (TRSV/TRMV
Upper) and large-vector reductions significantly. The hints appear to misguide
vectorization decisions for upper-triangular traversal patterns and large strided
reductions where the compiler's default heuristics were better.



benchmark                       case                                                       baseline      assume     delta
bench_dot                       Dot_cdouble/1048576                                        607010.8    591717.3    -2.52% ▼
bench_dot                       Dot_cdouble/16384                                            3207.8      3226.4    +0.58%  
bench_dot                       Dot_cdouble/256                                                51.9        51.8    -0.20%  
bench_dot                       Dot_cdouble/262144                                          75530.4     69072.6    -8.55% ▼
bench_dot                       Dot_cdouble/4096                                              805.1       806.4    +0.16%  
bench_dot                       Dot_cdouble/64                                                 14.0        15.3    +9.28% ▲
bench_dot                       Dot_cdouble/65536                                           16911.4     16947.9    +0.22%  
bench_dot                       Dot_cfloat/1024                                                88.3        89.2    +1.00%  
bench_dot                       Dot_cfloat/1048576                                         192374.7    222690.5   +15.76% ▲
bench_dot                       Dot_cfloat/16384                                             1363.0      1375.4    +0.91%  
bench_dot                       Dot_cfloat/256                                                 24.9        25.0    +0.05%  
bench_dot                       Dot_cfloat/262144                                           35694.8     36443.2    +2.10% ▲
bench_dot                       Dot_cfloat/4096                                               345.6       349.5    +1.12% ▲
bench_dot                       Dot_cfloat/64                                                   6.8         6.8    +0.97%  
bench_dot                       Dot_cfloat/65536                                             6885.8      6647.2    -3.46% ▼
bench_dot                       Dot_double/1024                                                55.1        55.3    +0.49%  
bench_dot                       Dot_double/1048576                                         161168.6    160179.0    -0.61%  
bench_dot                       Dot_double/16384                                             1189.7      1206.5    +1.41% ▲
bench_dot                       Dot_double/256                                                 13.8        14.3    +3.33% ▲
bench_dot                       Dot_double/262144                                           36150.7     36312.9    +0.45%  
bench_dot                       Dot_double/4096                                               304.6       296.5    -2.65% ▼
bench_dot                       Dot_double/64                                                   3.5         3.6    +1.09% ▲
bench_dot                       Dot_double/65536                                             5666.9      6561.4   +15.78% ▲
bench_dot                       Dot_float/1024                                                 27.6        27.6    +0.06%  
bench_dot                       Dot_float/1048576                                           64164.1     63161.7    -1.56% ▼
bench_dot                       Dot_float/16384                                               602.5       604.7    +0.38%  
bench_dot                       Dot_float/256                                                   7.1         7.0    -0.74%  
bench_dot                       Dot_float/262144                                            16230.0     16567.9    +2.08% ▲
bench_dot                       Dot_float/4096                                                109.8       110.8    +0.85%  
bench_dot                       Dot_float/64                                                    2.0         2.0    +1.19% ▲
bench_dot                       Dot_float/65536                                              1997.3      2029.0    +1.59% ▲
bench_dot                       SquaredNorm_double/1024                                        40.0        40.0    +0.05%  
bench_dot                       SquaredNorm_double/1048576                                  79659.1     71832.5    -9.83% ▼
bench_dot                       SquaredNorm_double/16384                                      754.6       753.5    -0.14%  
bench_dot                       SquaredNorm_double/256                                          9.7        10.1    +4.03% ▲
bench_dot                       SquaredNorm_double/262144                                   16949.8     17529.8    +3.42% ▲
bench_dot                       SquaredNorm_double/4096                                       176.7       175.9    -0.41%  
bench_dot                       SquaredNorm_double/64                                           2.7         2.7    +1.31% ▲
bench_dot                       SquaredNorm_double/65536                                     2921.8      2931.3    +0.33%  
bench_dot                       SquaredNorm_float/1024                                         20.6        20.8    +0.67%  
bench_dot                       SquaredNorm_float/1048576                                   38066.8     39128.3    +2.79% ▲
bench_dot                       SquaredNorm_float/16384                                       406.3       410.1    +0.93%  
bench_dot                       SquaredNorm_float/256                                           5.4         5.4    +0.66%  
bench_dot                       SquaredNorm_float/262144                                     6783.2      7661.6   +12.95% ▲
bench_dot                       SquaredNorm_float/4096                                         86.0        86.7    +0.84%  
bench_dot                       SquaredNorm_float/64                                            1.7         1.7    +0.77%  
bench_dot                       SquaredNorm_float/65536                                      1591.5      1613.5    +1.38% ▲

bench_block_ops                 BlockRead_double/1024/128                                    1770.5      1774.5    +0.22%  
bench_block_ops                 BlockRead_double/1024/16                                       29.7        30.6    +3.10% ▲
bench_block_ops                 BlockRead_double/1024/64                                      269.8       278.4    +3.22% ▲
bench_block_ops                 BlockRead_double/256/128                                     1668.0      1743.0    +4.50% ▲
bench_block_ops                 BlockRead_double/256/16                                        28.4        29.0    +2.32% ▲
bench_block_ops                 BlockRead_double/256/64                                       274.7       290.2    +5.66% ▲
bench_block_ops                 BlockRead_double/512/128                                     1760.7      1753.2    -0.43%  
bench_block_ops                 BlockRead_double/512/16                                        30.4        31.1    +2.35% ▲
bench_block_ops                 BlockRead_double/512/64                                       267.7       268.1    +0.13%  
bench_block_ops                 BlockRead_float/1024/128                                      876.8       894.3    +1.99% ▲
bench_block_ops                 BlockRead_float/1024/16                                        28.3        29.0    +2.44% ▲
bench_block_ops                 BlockRead_float/1024/64                                       169.1       155.8    -7.86% ▼
bench_block_ops                 BlockRead_float/256/128                                       788.4       811.6    +2.94% ▲
bench_block_ops                 BlockRead_float/256/16                                         27.5        28.3    +2.96% ▲
bench_block_ops                 BlockRead_float/256/64                                        160.3       159.7    -0.36%  
bench_block_ops                 BlockRead_float/512/128                                       867.1       900.8    +3.89% ▲
bench_block_ops                 BlockRead_float/512/16                                         27.4        28.1    +2.62% ▲
bench_block_ops                 BlockRead_float/512/64                                        150.7       268.7   +78.29% ▲
bench_block_ops                 BlockWrite_double/1024/128                                   1837.1      1802.8    -1.87% ▼
bench_block_ops                 BlockWrite_double/1024/16                                      42.8        41.6    -2.79% ▼
bench_block_ops                 BlockWrite_double/1024/64                                     262.9       270.3    +2.80% ▲
bench_block_ops                 BlockWrite_double/256/128                                    1664.3      1734.3    +4.21% ▲
bench_block_ops                 BlockWrite_double/256/16                                       33.1        33.5    +0.95%  
bench_block_ops                 BlockWrite_double/256/64                                      283.1       291.7    +3.06% ▲
bench_block_ops                 BlockWrite_double/512/128                                    1783.4      1800.2    +0.94%  
bench_block_ops                 BlockWrite_double/512/16                                       49.5        49.8    +0.60%  
bench_block_ops                 BlockWrite_double/512/64                                      263.3       270.4    +2.70% ▲
bench_block_ops                 BlockWrite_float/1024/128                                     831.4       839.9    +1.02% ▲
bench_block_ops                 BlockWrite_float/1024/16                                       60.9        61.1    +0.28%  
bench_block_ops                 BlockWrite_float/1024/64                                      177.7       181.1    +1.92% ▲
bench_block_ops                 BlockWrite_float/256/128                                      845.7       864.0    +2.17% ▲
bench_block_ops                 BlockWrite_float/256/16                                        58.8        60.2    +2.26% ▲
bench_block_ops                 BlockWrite_float/256/64                                       174.5       174.0    -0.28%  
bench_block_ops                 BlockWrite_float/512/128                                      829.6       874.3    +5.38% ▲
bench_block_ops                 BlockWrite_float/512/16                                        59.0        60.3    +2.25% ▲
bench_block_ops                 BlockWrite_float/512/64                                       173.8       170.0    -2.17% ▼
bench_block_ops                 LeftCols_double/1024/128                                    15901.9     16059.3    +0.99%  
bench_block_ops                 LeftCols_double/1024/16                                      1180.9      1202.3    +1.82% ▲
bench_block_ops                 LeftCols_double/1024/64                                      5570.8      5671.7    +1.81% ▲
bench_block_ops                 LeftCols_double/256/128                                      1827.0      1853.5    +1.45% ▲
bench_block_ops                 LeftCols_double/256/16                                        281.6       288.2    +2.36% ▲
bench_block_ops                 LeftCols_double/256/64                                       1181.4      1203.7    +1.89% ▲
bench_block_ops                 LeftCols_double/512/128                                      6104.8      5455.9   -10.63% ▼
bench_block_ops                 LeftCols_double/512/16                                        592.0       608.0    +2.72% ▲
bench_block_ops                 LeftCols_double/512/64                                       1826.8      1853.3    +1.45% ▲
bench_block_ops                 LeftCols_float/1024/128                                      5515.0      5747.2    +4.21% ▲
bench_block_ops                 LeftCols_float/1024/16                                        592.9       599.8    +1.16% ▲
bench_block_ops                 LeftCols_float/1024/64                                       1859.2      1853.9    -0.29%  
bench_block_ops                 LeftCols_float/256/128                                       1198.6      1194.9    -0.31%  
bench_block_ops                 LeftCols_float/256/16                                          81.7        72.5   -11.22% ▼
bench_block_ops                 LeftCols_float/256/64                                         592.7       601.5    +1.48% ▲
bench_block_ops                 LeftCols_float/512/128                                       1866.0      1851.7    -0.77%  
bench_block_ops                 LeftCols_float/512/16                                         282.1       283.8    +0.59%  
bench_block_ops                 LeftCols_float/512/64                                        1182.9      1196.5    +1.15% ▲
bench_block_ops                 TopRows_double/1024/128                                     18376.9     17198.1    -6.41% ▼
bench_block_ops                 TopRows_double/1024/16                                       2587.8      2647.5    +2.30% ▲
bench_block_ops                 TopRows_double/1024/64                                       8110.4      8186.4    +0.94%  
bench_block_ops                 TopRows_double/256/128                                       3555.3      3390.5    -4.63% ▼
bench_block_ops                 TopRows_double/256/16                                         470.6       475.5    +1.05% ▲
bench_block_ops                 TopRows_double/256/64                                        1794.9      1789.5    -0.30%  
bench_block_ops                 TopRows_double/512/128                                       7764.6      7091.0    -8.68% ▼
bench_block_ops                 TopRows_double/512/16                                         956.4       977.2    +2.17% ▲
bench_block_ops                 TopRows_double/512/64                                        3712.1      3712.8    +0.02%  
bench_block_ops                 TopRows_float/1024/128                                       8418.5      8643.3    +2.67% ▲
bench_block_ops                 TopRows_float/1024/16                                        2025.5      2037.5    +0.59%  
bench_block_ops                 TopRows_float/1024/64                                        4597.7      4603.9    +0.13%  
bench_block_ops                 TopRows_float/256/128                                        1726.2      1670.9    -3.21% ▼
bench_block_ops                 TopRows_float/256/16                                          455.4       454.0    -0.30%  
bench_block_ops                 TopRows_float/256/64                                          923.2       943.6    +2.21% ▲
bench_block_ops                 TopRows_float/512/128                                        3658.2      3756.5    +2.69% ▲
bench_block_ops                 TopRows_float/512/16                                          904.6       932.3    +3.07% ▲
bench_block_ops                 TopRows_float/512/64                                         1913.1      1913.1    +0.00%  

Total: 693 cases
